Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al,Pergamon Press,NY(low energy)	Energy (MeV/u)3	2 - ATIMA 1.2 LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2 without LS-correction	Energy (MeV/u)5	4 - ATIMA 1.4 H.Weick, improved mean charge formula for HI	Energy (MeV/u)6	5 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)7	6 - nuclear component of [1] - J.F.Ziegler et al	
740.000000	0.0689652 	740.000000	0.0545737 	740.000000	0.0541939 	740.000000	0.0537886 	740.000000	0.054191  	740.000000	0.0545648 	740.000000	8.94392e-06	
760.000000	0.0683791 	760.000000	0.0541746 	760.000000	0.0537996 	760.000000	0.0533986 	760.000000	0.0537992 	760.000000	0.0541658 	760.000000	8.72734e-06	
780.000000	0.0678277 	780.000000	0.0537993 	780.000000	0.0534291 	780.000000	0.0530323 	780.000000	0.053431  	780.000000	0.0537908 	780.000000	8.52139e-06	
800.000000	0.0673084 	800.000000	0.0534462 	800.000000	0.0530824 	800.000000	0.0526879 	800.000000	0.0530848 	800.000000	0.0534378 	800.000000	8.32529e-06	
820.000000	0.0668192 	820.000000	0.0531136 	820.000000	0.0527575 	820.000000	0.0523638 	820.000000	0.0527591 	820.000000	0.0531055 	820.000000	8.13835e-06	
840.000000	0.0663578 	840.000000	0.0528003 	840.000000	0.0524517 	840.000000	0.0520585 	840.000000	0.0524522 	840.000000	0.0527923 	840.000000	7.95994e-06	
860.000000	0.0659226 	860.000000	0.0525047 	860.000000	0.052163  	860.000000	0.0517707 	860.000000	0.0521629 	860.000000	0.0524969 	860.000000	7.78947e-06	
880.000000	0.0655118 	880.000000	0.0522258 	880.000000	0.0518905 	880.000000	0.0514992 	880.000000	0.05189   	880.000000	0.0522182 	880.000000	7.62642e-06	
900.000000	0.0651239 	900.000000	0.0519625 	900.000000	0.0516335 	900.000000	0.0512429 	900.000000	0.0516323 	900.000000	0.0519551 	900.000000	7.47031e-06	
920.000000	0.0647574 	920.000000	0.0517138 	920.000000	0.051391  	920.000000	0.0510008 	920.000000	0.0513888 	920.000000	0.0517065 	920.000000	7.3207e-06	
940.000000	0.0644112 	940.000000	0.0514788 	940.000000	0.0511614 	940.000000	0.0507719 	940.000000	0.0511586 	940.000000	0.0514716 	940.000000	7.17719e-06	
960.000000	0.0640839 	960.000000	0.0512566 	960.000000	0.0509434 	960.000000	0.0505554 	960.000000	0.0509409 	960.000000	0.0512496 	960.000000	7.03941e-06	
980.000000	0.0637746 	980.000000	0.0510465 	980.000000	0.0507361 	980.000000	0.0503506 	980.000000	0.0507349 	980.000000	0.0510396 	980.000000	6.90701e-06	
1000.000000	0.0634821 	1000.000000	0.0508477 	1000.000000	0.0505393 	1000.000000	0.0501566 	1000.000000	0.0505398 	1000.000000	0.050841  	1000.000000	6.77968e-06	
1020.000000	0.0632057 	1020.000000	0.0506597 	1020.000000	0.0503532 	1020.000000	0.0499729 	1020.000000	0.0503549 	1020.000000	0.050653  	1020.000000	6.65714e-06	
1040.000000	0.0629443 	1040.000000	0.0504818 	1040.000000	0.0501774 	1040.000000	0.0497988 	1040.000000	0.0501798 	1040.000000	0.0504752 	1040.000000	6.53911e-06	
1060.000000	0.0626972 	1060.000000	0.0503134 	1060.000000	0.0500116 	1060.000000	0.0496337 	1060.000000	0.0500138 	1060.000000	0.050307  	1060.000000	6.42535e-06	
1080.000000	0.0624636 	1080.000000	0.0501541 	1080.000000	0.0498546 	1080.000000	0.0494772 	1080.000000	0.0498562 	1080.000000	0.0501477 	1080.000000	6.31563e-06	
1100.000000	0.0622429 	1100.000000	0.0500033 	1100.000000	0.0497059 	1100.000000	0.0493287 	1100.000000	0.0497068 	1100.000000	0.049997  	1100.000000	6.20973e-06	
1120.000000	0.0620344 	1120.000000	0.0498606 	1120.000000	0.0495647 	1120.000000	0.0491878 	1120.000000	0.049565  	1120.000000	0.0498545 	1120.000000	6.10745e-06	
1140.000000	0.0618375 	1140.000000	0.0497256 	1140.000000	0.0494304 	1140.000000	0.0490541 	1140.000000	0.0494305 	1140.000000	0.0497195 	1140.000000	6.00861e-06	
1160.000000	0.0616517 	1160.000000	0.0495978 	1160.000000	0.0493029 	1160.000000	0.0489272 	1160.000000	0.0493027 	1160.000000	0.0495919 	1160.000000	5.91304e-06	
1180.000000	0.0614764 	1180.000000	0.0494771 	1180.000000	0.0491818 	1180.000000	0.0488066 	1180.000000	0.0491813 	1180.000000	0.0494712 	1180.000000	5.82058e-06	
1200.000000	0.0613111 	1200.000000	0.0493629 	1200.000000	0.0490669 	1200.000000	0.0486922 	1200.000000	0.049066  	1200.000000	0.0493571 	1200.000000	5.73107e-06	
1220.000000	0.0611554 	1220.000000	0.049255  	1220.000000	0.0489579 	1220.000000	0.0485835 	1220.000000	0.0489566 	1220.000000	0.0492493 	1220.000000	5.64437e-06	
1240.000000	0.0610088 	1240.000000	0.049153  	1240.000000	0.0488544 	1240.000000	0.0484802 	1240.000000	0.0488526 	1240.000000	0.0491475 	1240.000000	5.56035e-06	
1260.000000	0.0608709 	1260.000000	0.0490568 	1260.000000	0.0487561 	1260.000000	0.0483821 	1260.000000	0.0487538 	1260.000000	0.0490513 	1260.000000	5.47889e-06	
1280.000000	0.0607414 	1280.000000	0.048966  	1280.000000	0.0486625 	1280.000000	0.048289  	1280.000000	0.0486599 	1280.000000	0.0489606 	1280.000000	5.39986e-06	
1300.000000	0.0606199 	1300.000000	0.0488803 	1300.000000	0.0485734 	1300.000000	0.0482005 	1300.000000	0.0485707 	1300.000000	0.048875  	1300.000000	5.32317e-06	
1320.000000	0.060506  	1320.000000	0.0487997 	1320.000000	0.0484884 	1320.000000	0.0481164 	1320.000000	0.0484861 	1320.000000	0.0487944 	1320.000000	5.24871e-06	
1340.000000	0.0603995 	1340.000000	0.0487238 	1340.000000	0.0484074 	1340.000000	0.0480366 	1340.000000	0.0484056 	1340.000000	0.0487186 	1340.000000	5.17638e-06	
1360.000000	0.0603    	1360.000000	0.0486524 	1360.000000	0.0483302 	1360.000000	0.0479608 	1360.000000	0.0483292 	1360.000000	0.0486473 	1360.000000	5.10609e-06	
1380.000000	0.0602072 	1380.000000	0.0485853 	1380.000000	0.0482568 	1380.000000	0.0478888 	1380.000000	0.0482566 	1380.000000	0.0485803 	1380.000000	5.03775e-06	
1400.000000	0.060121  	1400.000000	0.0485224 	1400.000000	0.0481871 	1400.000000	0.0478205 	1400.000000	0.0481877 	1400.000000	0.0485175 	1400.000000	4.97128e-06	
1420.000000	0.0600409 	1420.000000	0.0484635 	1420.000000	0.0481211 	1420.000000	0.0477556 	1420.000000	0.0481223 	1420.000000	0.0484586 	1420.000000	4.90661e-06	
1440.000000	0.0599669 	1440.000000	0.0484084 	1440.000000	0.0480585 	1440.000000	0.0476941 	1440.000000	0.0480602 	1440.000000	0.0484036 	1440.000000	4.84366e-06	
1460.000000	0.0598986 	1460.000000	0.048357  	1460.000000	0.0479994 	1460.000000	0.0476357 	1460.000000	0.0480013 	1460.000000	0.0483522 	1460.000000	4.78237e-06	
1480.000000	0.0598358 	1480.000000	0.0483091 	1480.000000	0.0479435 	1480.000000	0.0475803 	1480.000000	0.0479454 	1480.000000	0.0483044 	1480.000000	4.72266e-06	
1500.000000	0.0597784 	1500.000000	0.0482646 	1500.000000	0.0478906 	1500.000000	0.0475279 	1500.000000	0.0478924 	1500.000000	0.0482599 	1500.000000	4.66448e-06	
1520.000000	0.0597261 	1520.000000	0.0482233 	1520.000000	0.0478407 	1520.000000	0.0474782 	1520.000000	0.0478422 	1520.000000	0.0482187 	1520.000000	4.60777e-06	
1540.000000	0.0596788 	1540.000000	0.0481852 	1540.000000	0.0477934 	1540.000000	0.0474311 	1540.000000	0.0477947 	1540.000000	0.0481806 	1540.000000	4.55248e-06	
1560.000000	0.0596363 	1560.000000	0.0481501 	1560.000000	0.0477488 	1560.000000	0.0473865 	1560.000000	0.0477497 	1560.000000	0.0481456 	1560.000000	4.49854e-06	
1580.000000	0.0595984 	1580.000000	0.0481178 	1580.000000	0.0477065 	1580.000000	0.0473444 	1580.000000	0.0477072 	1580.000000	0.0481134 	1580.000000	4.44591e-06	
1600.000000	0.0595649 	1600.000000	0.0480883 	1600.000000	0.0476666 	1600.000000	0.0473046 	1600.000000	0.0476669 	1600.000000	0.048084  	1600.000000	4.39455e-06	
1620.000000	0.0595358 	1620.000000	0.0480616 	1620.000000	0.0476288 	1620.000000	0.047267  	1620.000000	0.0476288 	1620.000000	0.0480572 	1620.000000	4.3444e-06	
1640.000000	0.0595108 	1640.000000	0.0480374 	1640.000000	0.0475932 	1640.000000	0.0472315 	1640.000000	0.0475929 	1640.000000	0.0480331 	1640.000000	4.29542e-06	
1660.000000	0.0594898 	1660.000000	0.0480157 	1660.000000	0.0475595 	1660.000000	0.047198  	1660.000000	0.0475591 	1660.000000	0.0480115 	1660.000000	4.24758e-06	
1680.000000	0.0594728 	1680.000000	0.0479964 	1680.000000	0.0475278 	1680.000000	0.0471665 	1680.000000	0.0475272 	1680.000000	0.0479922 	1680.000000	4.20083e-06	
1700.000000	0.0594595 	1700.000000	0.0479795 	1700.000000	0.0474979 	1700.000000	0.0471369 	1700.000000	0.0474972 	1700.000000	0.0479753 	1700.000000	4.15513e-06	
1750.000000	0.059442  	1750.000000	0.0479467 	1750.000000	0.0474308 	1750.000000	0.0470704 	1750.000000	0.0474298 	1750.000000	0.0479427 	1750.000000	4.04528e-06	
1800.000000	0.0594455 	1800.000000	0.0479268 	1800.000000	0.0473739 	1800.000000	0.0470141 	1800.000000	0.0473726 	1800.000000	0.0479229 	1800.000000	3.94129e-06	
1850.000000	0.0594686 	1850.000000	0.0479188 	1850.000000	0.0473261 	1850.000000	0.046967  	1850.000000	0.0473247 	1850.000000	0.0479149 	1850.000000	3.8427e-06	
1900.000000	0.0595099 	1900.000000	0.0479216 	1900.000000	0.0472866 	1900.000000	0.0469281 	1900.000000	0.047285  	1900.000000	0.0479179 	1900.000000	3.74909e-06	
1950.000000	0.059568  	1950.000000	0.0479345 	1950.000000	0.0472545 	1950.000000	0.0468967 	1950.000000	0.0472529 	1950.000000	0.0479309 	1950.000000	3.66009e-06	
2000.000000	0.0596419 	2000.000000	0.0479568 	2000.000000	0.0472292 	2000.000000	0.0468722 	2000.000000	0.0472277 	2000.000000	0.0479532 	2000.000000	3.57536e-06	
2100.000000	0.0598329 	2100.000000	0.0480266 	2100.000000	0.0471963 	2100.000000	0.0468411 	2100.000000	0.0471954 	2100.000000	0.0480232 	2100.000000	3.41754e-06	
2200.000000	0.0600757 	2200.000000	0.0481263 	2200.000000	0.0471839 	2200.000000	0.0468308 	2200.000000	0.047184  	2200.000000	0.0481231 	2200.000000	3.27352e-06	
2300.000000	0.0603643 	2300.000000	0.0482521 	2300.000000	0.0471891 	2300.000000	0.0468377 	2300.000000	0.0471898 	2300.000000	0.048249  	2300.000000	3.14154e-06	
2400.000000	0.0606937 	2400.000000	0.0484006 	2400.000000	0.0472092 	2400.000000	0.046859  	2400.000000	0.0472102 	2400.000000	0.0483976 	2400.000000	3.02013e-06	
2500.000000	0.0610597 	2500.000000	0.0485692 	2500.000000	0.0472418 	2500.000000	0.0468925 	2500.000000	0.0472427 	2500.000000	0.0485662 	2500.000000	2.90807e-06	
2600.000000	0.0614587 	2600.000000	0.0487554 	2600.000000	0.047285  	2600.000000	0.0469361 	2600.000000	0.0472856 	2600.000000	0.0487526 	2600.000000	2.80429e-06	
2700.000000	0.0618876 	2700.000000	0.0489573 	2700.000000	0.0473368 	2700.000000	0.0469882 	2700.000000	0.047337  	2700.000000	0.0489546 	2700.000000	2.70791e-06	
2800.000000	0.0623437 	2800.000000	0.0491732 	2800.000000	0.047396  	2800.000000	0.0470476 	2800.000000	0.0473957 	2800.000000	0.0491706 	2800.000000	2.61816e-06	
2900.000000	0.0628247 	2900.000000	0.0494017 	2900.000000	0.0474611 	2900.000000	0.047113  	2900.000000	0.0474605 	2900.000000	0.0493991 	2900.000000	2.53435e-06	
3000.000000	0.0633286 	3000.000000	0.0496414 	3000.000000	0.0475313 	3000.000000	0.0471836 	3000.000000	0.0475305 	3000.000000	0.0496389 	3000.000000	2.45592e-06	
3200.000000	0.0643983 	3200.000000	0.0501502 	3200.000000	0.0476838 	3200.000000	0.0473368 	3200.000000	0.0476827 	3200.000000	0.0501479 	3200.000000	2.31322e-06	
3400.000000	0.0655409 	3400.000000	0.0506924 	3400.000000	0.0478482 	3400.000000	0.0475021 	3400.000000	0.0478471 	3400.000000	0.0506902 	3400.000000	2.1867e-06	
3600.000000	0.0667473 	3600.000000	0.0512622 	3600.000000	0.0480209 	3600.000000	0.0476756 	3600.000000	0.0480198 	3600.000000	0.0512601 	3600.000000	2.07371e-06	
3800.000000	0.0680102 	3800.000000	0.051855  	3800.000000	0.0481989 	3800.000000	0.0478544 	3800.000000	0.0481979 	3800.000000	0.051853  	3800.000000	1.97219e-06	
4000.000000	0.0693235 	4000.000000	0.0524672 	4000.000000	0.0483803 	4000.000000	0.0480365 	4000.000000	0.0483794 	4000.000000	0.0524653 	4000.000000	1.88044e-06	
4200.000000	0.0706825 	4200.000000	0.053096  	4200.000000	0.0485633 	4200.000000	0.0482203 	4200.000000	0.0485625 	4200.000000	0.0530942 	4200.000000	1.79711e-06	
4400.000000	0.0720832 	4400.000000	0.0537388 	4400.000000	0.0487468 	4400.000000	0.0484045 	4400.000000	0.0487461 	4400.000000	0.0537371 	4400.000000	1.72109e-06	
4600.000000	0.0735222 	4600.000000	0.0543938 	4600.000000	0.0489299 	4600.000000	0.0485882 	4600.000000	0.0489293 	4600.000000	0.0543922 	4600.000000	1.65143e-06	
4800.000000	0.0749969 	4800.000000	0.0550593 	4800.000000	0.0491118 	4800.000000	0.0487707 	4800.000000	0.0491114 	4800.000000	0.0550577 	4800.000000	1.58737e-06	
5000.000000	0.0765048 	5000.000000	0.0557339 	5000.000000	0.0492922 	5000.000000	0.0489515 	5000.000000	0.0492918 	5000.000000	0.0557324 	5000.000000	1.52824e-06	
5250.000000	0.0784334 	5250.000000	0.0565881 	5250.000000	0.0495147 	5250.000000	0.0491747 	5250.000000	0.0495144 	5250.000000	0.0565867 	5250.000000	1.46044e-06	
5500.000000	0.0804076 	5500.000000	0.0574529 	5500.000000	0.0497335 	5500.000000	0.0493941 	5500.000000	0.0497333 	5500.000000	0.0574515 	5500.000000	1.39859e-06	
6000.000000	0.0844822 	6000.000000	0.0592081 	6000.000000	0.0501588 	6000.000000	0.0498203 	6000.000000	0.0501587 	6000.000000	0.0592068 	6000.000000	1.2898e-06	
6500.000000	0.0887116 	6500.000000	0.0609897 	6500.000000	0.0505666 	6500.000000	0.0502289 	6500.000000	0.0505664 	6500.000000	0.0609885 	6500.000000	1.19718e-06	
7000.000000	0.0930835 	7000.000000	0.062791  	7000.000000	0.0509565 	7000.000000	0.0506196 	7000.000000	0.0509562 	7000.000000	0.0627899 	7000.000000	1.11733e-06	
7500.000000	0.0975888 	7500.000000	0.0646071 	7500.000000	0.051328  	7500.000000	0.0509927 	7500.000000	0.0513286 	7500.000000	0.064606  	7500.000000	1.04777e-06	
8000.000000	0.102221  	8000.000000	0.0664344 	8000.000000	0.0516834 	8000.000000	0.0513491 	8000.000000	0.0516842 	8000.000000	0.0664334 	8000.000000	9.86601e-07	
8500.000000	0.106974  	8500.000000	0.0682701 	8500.000000	0.052024  	8500.000000	0.0516895 	8500.000000	0.0520239 	8500.000000	0.0682692 	8500.000000	9.32383e-07	
9000.000000	0.111844  	9000.000000	0.0701122 	9000.000000	0.0523497 	9000.000000	0.052015  	9000.000000	0.0523486 	9000.000000	0.0701113 	9000.000000	8.83984e-07	
9500.000000	0.116829  	9500.000000	0.071959  	9500.000000	0.0526602 	9500.000000	0.0523265 	9500.000000	0.0526593 	9500.000000	0.0719582 	9500.000000	8.40505e-07	
10000.000000	0.121925  	10000.000000	0.0738093 	10000.000000	0.0529565 	10000.000000	0.052625  	10000.000000	0.0529569 	10000.000000	0.0738085 	10000.000000	8.01225e-07	
11000.000000	0.132443  	11000.000000	0.0775168 	11000.000000	0.0535141 	11000.000000	0.0531859 	11000.000000	0.0535162 	11000.000000	0.077516  	11000.000000	7.33025e-07	
12000.000000	0.143387  	12000.000000	0.0812287 	12000.000000	0.0540324 	12000.000000	0.053704  	12000.000000	0.0540326 	12000.000000	0.081228  	12000.000000	6.75821e-07	
13000.000000	0.154748  	13000.000000	0.0849414 	13000.000000	0.0545127 	13000.000000	0.0541846 	13000.000000	0.0545114 	13000.000000	0.0849408 	13000.000000	6.27131e-07	
14000.000000	0.16652   	14000.000000	0.0886525 	14000.000000	0.0549578 	14000.000000	0.0546322 	14000.000000	0.0549571 	14000.000000	0.0886519 	14000.000000	5.85169e-07	
15000.000000	0.178701  	15000.000000	0.0923602 	15000.000000	0.0553722 	15000.000000	0.0550508 	15000.000000	0.0553736 	15000.000000	0.0923597 	15000.000000	5.4862e-07	
16000.000000	0.191288  	16000.000000	0.0960637 	16000.000000	0.0557609 	16000.000000	0.0554434 	16000.000000	0.0557641 	16000.000000	0.0960631 	16000.000000	5.1649e-07	
17000.000000	0.204279  	17000.000000	0.099762  	17000.000000	0.0561272 	17000.000000	0.0558129 	17000.000000	0.0561313 	17000.000000	0.0997615 	17000.000000	4.88018e-07	
18000.000000	0.217674  	18000.000000	0.103455  	18000.000000	0.0564737 	18000.000000	0.0561617 	18000.000000	0.0564778 	18000.000000	0.103454  	18000.000000	4.62605e-07	
19000.000000	0.231473  	19000.000000	0.107142  	19000.000000	0.0568023 	19000.000000	0.0564919 	19000.000000	0.0568054 	19000.000000	0.107141  	19000.000000	4.39781e-07	
20000.000000	0.245675  	20000.000000	0.110822  	20000.000000	0.0571148 	20000.000000	0.056805  	20000.000000	0.0571159 	20000.000000	0.110822  	20000.000000	4.19165e-07	
21000.000000	0.260282  	21000.000000	0.114497  	21000.000000	0.0574113 	21000.000000	0.0571029 	21000.000000	0.057411  	21000.000000	0.114497  	21000.000000	4.00448e-07	
22000.000000	0.275293  	22000.000000	0.118166  	22000.000000	0.0576915 	22000.000000	0.0573866 	22000.000000	0.0576919 	22000.000000	0.118165  	22000.000000	3.83378e-07	
23000.000000	0.290711  	23000.000000	0.121828  	23000.000000	0.057959  	23000.000000	0.0576576 	23000.000000	0.05796   	23000.000000	0.121828  	23000.000000	3.67744e-07	
24000.000000	0.306537  	24000.000000	0.125485  	24000.000000	0.0582152 	24000.000000	0.0579167 	24000.000000	0.0582159 	24000.000000	0.125484  	24000.000000	3.5337e-07	
25000.000000	0.322772  	25000.000000	0.129135  	25000.000000	0.0584603 	25000.000000	0.058165  	25000.000000	0.058461  	25000.000000	0.129135  	25000.000000	3.4011e-07	
26000.000000	0.339416  	26000.000000	0.13278   	26000.000000	0.0586955 	26000.000000	0.0584032 	26000.000000	0.0586959 	26000.000000	0.132779  	26000.000000	3.27836e-07	
27000.000000	0.356473  	27000.000000	0.136418  	27000.000000	0.0589216 	27000.000000	0.0586321 	27000.000000	0.0589214 	27000.000000	0.136418  	27000.000000	3.16442e-07	
28000.000000	0.373944  	28000.000000	0.140051  	28000.000000	0.0591389 	28000.000000	0.0588523 	28000.000000	0.059138  	28000.000000	0.140051  	28000.000000	3.05836e-07	
29000.000000	0.39183   	29000.000000	0.143679  	29000.000000	0.0593479 	29000.000000	0.0590645 	29000.000000	0.0593466 	29000.000000	0.143679  	29000.000000	2.95938e-07	
30000.000000	0.410133  	30000.000000	0.147301  	30000.000000	0.0595491 	30000.000000	0.0592692 	30000.000000	0.0595474 	30000.000000	0.147301  	30000.000000	2.86678e-07	
32000.000000	0.447999  	32000.000000	0.154529  	32000.000000	0.0599306 	32000.000000	0.059658  	32000.000000	0.0599282 	32000.000000	0.154529  	32000.000000	2.6984e-07	
34000.000000	0.487558  	34000.000000	0.161738  	34000.000000	0.0602869 	34000.000000	0.0600219 	34000.000000	0.0602837 	34000.000000	0.161737  	34000.000000	2.54922e-07	
36000.000000	0.528826  	36000.000000	0.168926  	36000.000000	0.06062   	36000.000000	0.0603639 	36000.000000	0.0606167 	36000.000000	0.168926  	36000.000000	2.41609e-07	
38000.000000	0.571821  	38000.000000	0.176096  	38000.000000	0.0609323 	38000.000000	0.0606864 	38000.000000	0.0609299 	38000.000000	0.176096  	38000.000000	2.29655e-07	
40000.000000	0.616559  	40000.000000	0.183248  	40000.000000	0.0612262 	40000.000000	0.0609913 	40000.000000	0.0612249 	40000.000000	0.183248  	40000.000000	2.18858e-07	
42000.000000	0.66306   	42000.000000	0.190383  	42000.000000	0.0615044 	42000.000000	0.0612804 	42000.000000	0.0615036 	42000.000000	0.190383  	42000.000000	2.09058e-07	
44000.000000	0.71134   	44000.000000	0.197502  	44000.000000	0.0617687 	44000.000000	0.0615551 	44000.000000	0.0617678 	44000.000000	0.197502  	44000.000000	2.00122e-07	
46000.000000	0.76142   	46000.000000	0.204606  	46000.000000	0.0620206 	46000.000000	0.0618168 	46000.000000	0.0620182 	46000.000000	0.204605  	46000.000000	1.91938e-07	
48000.000000	0.813316  	48000.000000	0.211694  	48000.000000	0.062261  	48000.000000	0.0620667 	48000.000000	0.0622565 	48000.000000	0.211694  	48000.000000	1.84415e-07	
50000.000000	0.86705   	50000.000000	0.218768  	50000.000000	0.0624898 	50000.000000	0.0623056 	50000.000000	0.0624831 	50000.000000	0.218767  	50000.000000	1.77476e-07	
