Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al,Pergamon Press,NY(low energy)	Energy (MeV/u)3	2 - ATIMA 1.2 LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2 without LS-correction	Energy (MeV/u)5	4 - ATIMA 1.4 H.Weick, improved mean charge formula for HI	Energy (MeV/u)6	5 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)7	6 - nuclear component of [1] - J.F.Ziegler et al	
700.000000	0.0702524 	700.000000	0.0745254 	700.000000	0.0744218 	700.000000	0.0739541 	700.000000	0.0744199 	700.000000	0.0745117 	700.000000	1.3716e-05	
720.000000	0.0695886 	720.000000	0.0738699 	720.000000	0.0737892 	720.000000	0.0733223 	720.000000	0.0737857 	720.000000	0.0738565 	720.000000	1.33625e-05	
740.000000	0.0689652 	740.000000	0.0732547 	740.000000	0.0731944 	740.000000	0.0727299 	740.000000	0.073191  	740.000000	0.0732416 	740.000000	1.30274e-05	
760.000000	0.0683791 	760.000000	0.0726767 	760.000000	0.0726333 	760.000000	0.0721738 	760.000000	0.0726328 	760.000000	0.072664  	760.000000	1.27092e-05	
780.000000	0.0678277 	780.000000	0.0721332 	780.000000	0.0721058 	780.000000	0.0716512 	780.000000	0.072108  	780.000000	0.0721208 	780.000000	1.24068e-05	
800.000000	0.0673084 	800.000000	0.0716217 	800.000000	0.0716115 	800.000000	0.0711594 	800.000000	0.0716143 	800.000000	0.0716096 	800.000000	1.21188e-05	
820.000000	0.0668192 	820.000000	0.0711398 	820.000000	0.0711486 	820.000000	0.0706973 	820.000000	0.0711503 	820.000000	0.071128  	820.000000	1.18444e-05	
840.000000	0.0663578 	840.000000	0.0706856 	840.000000	0.0707172 	840.000000	0.0702666 	840.000000	0.0707178 	840.000000	0.070674  	840.000000	1.15826e-05	
860.000000	0.0659226 	860.000000	0.070257  	860.000000	0.0703098 	860.000000	0.0698603 	860.000000	0.0703096 	860.000000	0.0702456 	860.000000	1.13325e-05	
880.000000	0.0655118 	880.000000	0.0698524 	880.000000	0.069925  	880.000000	0.0694766 	880.000000	0.0699243 	880.000000	0.0698413 	880.000000	1.10933e-05	
900.000000	0.0651239 	900.000000	0.0694703 	900.000000	0.0695617 	900.000000	0.0691141 	900.000000	0.0695603 	900.000000	0.0694594 	900.000000	1.08643e-05	
920.000000	0.0647574 	920.000000	0.0691091 	920.000000	0.0692184 	920.000000	0.0687713 	920.000000	0.0692159 	920.000000	0.0690985 	920.000000	1.06449e-05	
940.000000	0.0644112 	940.000000	0.0687677 	940.000000	0.0688933 	940.000000	0.068447  	940.000000	0.0688901 	940.000000	0.0687573 	940.000000	1.04345e-05	
960.000000	0.0640839 	960.000000	0.0684448 	960.000000	0.0685845 	960.000000	0.0681399 	960.000000	0.0685817 	960.000000	0.0684345 	960.000000	1.02325e-05	
980.000000	0.0637746 	980.000000	0.0681392 	980.000000	0.0682908 	980.000000	0.067849  	980.000000	0.0682895 	980.000000	0.0681292 	980.000000	1.00385e-05	
1000.000000	0.0634821 	1000.000000	0.06785   	1000.000000	0.0680119 	1000.000000	0.0675733 	1000.000000	0.0680124 	1000.000000	0.0678402 	1000.000000	9.85194e-06	
1020.000000	0.0632057 	1020.000000	0.0675762 	1020.000000	0.0677477 	1020.000000	0.0673119 	1020.000000	0.0677497 	1020.000000	0.0675666 	1020.000000	9.67241e-06	
1040.000000	0.0629443 	1040.000000	0.067317  	1040.000000	0.0674978 	1040.000000	0.0670638 	1040.000000	0.0675005 	1040.000000	0.0673075 	1040.000000	9.49953e-06	
1060.000000	0.0626972 	1060.000000	0.0670716 	1060.000000	0.0672614 	1060.000000	0.0668284 	1060.000000	0.0672639 	1060.000000	0.0670622 	1060.000000	9.33292e-06	
1080.000000	0.0624636 	1080.000000	0.0668391 	1080.000000	0.0670373 	1080.000000	0.0666048 	1080.000000	0.0670391 	1080.000000	0.0668299 	1080.000000	9.17226e-06	
1100.000000	0.0622429 	1100.000000	0.0666189 	1100.000000	0.0668247 	1100.000000	0.0663924 	1100.000000	0.0668257 	1100.000000	0.0666099 	1100.000000	9.01722e-06	
1120.000000	0.0620344 	1120.000000	0.0664104 	1120.000000	0.0666224 	1120.000000	0.0661906 	1120.000000	0.0666228 	1120.000000	0.0664015 	1120.000000	8.8675e-06	
1140.000000	0.0618375 	1140.000000	0.0662129 	1140.000000	0.06643   	1140.000000	0.0659988 	1140.000000	0.0664301 	1140.000000	0.0662042 	1140.000000	8.72285e-06	
1160.000000	0.0616517 	1160.000000	0.066026  	1160.000000	0.066247  	1160.000000	0.0658164 	1160.000000	0.0662467 	1160.000000	0.0660174 	1160.000000	8.58299e-06	
1180.000000	0.0614764 	1180.000000	0.065849  	1180.000000	0.0660729 	1180.000000	0.065643  	1180.000000	0.0660723 	1180.000000	0.0658405 	1180.000000	8.4477e-06	
1200.000000	0.0613111 	1200.000000	0.0656815 	1200.000000	0.0659074 	1200.000000	0.065478  	1200.000000	0.0659064 	1200.000000	0.0656731 	1200.000000	8.31675e-06	
1220.000000	0.0611554 	1220.000000	0.065523  	1220.000000	0.0657501 	1220.000000	0.065321  	1220.000000	0.0657486 	1220.000000	0.0655148 	1220.000000	8.18994e-06	
1240.000000	0.0610088 	1240.000000	0.0653731 	1240.000000	0.0656005 	1240.000000	0.0651717 	1240.000000	0.0655984 	1240.000000	0.065365  	1240.000000	8.06706e-06	
1260.000000	0.0608709 	1260.000000	0.0652314 	1260.000000	0.065458  	1260.000000	0.0650295 	1260.000000	0.0654554 	1260.000000	0.0652234 	1260.000000	7.94794e-06	
1280.000000	0.0607414 	1280.000000	0.0650975 	1280.000000	0.0653223 	1280.000000	0.0648942 	1280.000000	0.0653193 	1280.000000	0.0650897 	1280.000000	7.8324e-06	
1300.000000	0.0606199 	1300.000000	0.0649711 	1300.000000	0.0651928 	1300.000000	0.0647654 	1300.000000	0.0651897 	1300.000000	0.0649634 	1300.000000	7.72028e-06	
1320.000000	0.060506  	1320.000000	0.0648518 	1320.000000	0.0650691 	1320.000000	0.0646428 	1320.000000	0.0650664 	1320.000000	0.0648442 	1320.000000	7.61144e-06	
1340.000000	0.0603995 	1340.000000	0.0647393 	1340.000000	0.064951  	1340.000000	0.0645261 	1340.000000	0.064949  	1340.000000	0.0647318 	1340.000000	7.50573e-06	
1360.000000	0.0603    	1360.000000	0.0646334 	1360.000000	0.0648384 	1360.000000	0.064415  	1360.000000	0.0648372 	1360.000000	0.064626  	1360.000000	7.403e-06 	
1380.000000	0.0602072 	1380.000000	0.0645337 	1380.000000	0.064731  	1380.000000	0.0643093 	1380.000000	0.0647308 	1380.000000	0.0645264 	1380.000000	7.30315e-06	
1400.000000	0.060121  	1400.000000	0.0644399 	1400.000000	0.0646288 	1400.000000	0.0642086 	1400.000000	0.0646294 	1400.000000	0.0644327 	1400.000000	7.20605e-06	
1420.000000	0.0600409 	1420.000000	0.0643519 	1420.000000	0.0645316 	1420.000000	0.0641128 	1420.000000	0.064533  	1420.000000	0.0643448 	1420.000000	7.11157e-06	
1440.000000	0.0599669 	1440.000000	0.0642694 	1440.000000	0.0644393 	1440.000000	0.0640217 	1440.000000	0.0644412 	1440.000000	0.0642624 	1440.000000	7.01963e-06	
1460.000000	0.0598986 	1460.000000	0.0641922 	1460.000000	0.0643517 	1460.000000	0.0639349 	1460.000000	0.0643539 	1460.000000	0.0641852 	1460.000000	6.93011e-06	
1480.000000	0.0598358 	1480.000000	0.06412   	1480.000000	0.0642685 	1480.000000	0.0638524 	1480.000000	0.0642708 	1480.000000	0.0641131 	1480.000000	6.84292e-06	
1500.000000	0.0597784 	1500.000000	0.0640526 	1500.000000	0.0641896 	1500.000000	0.0637739 	1500.000000	0.0641917 	1500.000000	0.0640459 	1500.000000	6.75797e-06	
1520.000000	0.0597261 	1520.000000	0.06399   	1520.000000	0.0641147 	1520.000000	0.0636993 	1520.000000	0.0641165 	1520.000000	0.0639833 	1520.000000	6.67518e-06	
1540.000000	0.0596788 	1540.000000	0.0639318 	1540.000000	0.0640436 	1540.000000	0.0636284 	1540.000000	0.0640451 	1540.000000	0.0639252 	1540.000000	6.59446e-06	
1560.000000	0.0596363 	1560.000000	0.063878  	1560.000000	0.0639761 	1560.000000	0.063561  	1560.000000	0.0639772 	1560.000000	0.0638715 	1560.000000	6.51573e-06	
1580.000000	0.0595984 	1580.000000	0.0638283 	1580.000000	0.0639119 	1580.000000	0.063497  	1580.000000	0.0639127 	1580.000000	0.0638219 	1580.000000	6.43892e-06	
1600.000000	0.0595649 	1600.000000	0.0637826 	1600.000000	0.063851  	1600.000000	0.0634362 	1600.000000	0.0638514 	1600.000000	0.0637763 	1600.000000	6.36396e-06	
1620.000000	0.0595358 	1620.000000	0.0637408 	1620.000000	0.0637932 	1620.000000	0.0633785 	1620.000000	0.0637932 	1620.000000	0.0637345 	1620.000000	6.29078e-06	
1640.000000	0.0595108 	1640.000000	0.0637027 	1640.000000	0.0637383 	1640.000000	0.0633238 	1640.000000	0.063738  	1640.000000	0.0636965 	1640.000000	6.21932e-06	
1660.000000	0.0594898 	1660.000000	0.0636682 	1660.000000	0.0636862 	1660.000000	0.063272  	1660.000000	0.0636857 	1660.000000	0.063662  	1660.000000	6.14952e-06	
1680.000000	0.0594728 	1680.000000	0.0636371 	1680.000000	0.0636368 	1680.000000	0.0632228 	1680.000000	0.0636361 	1680.000000	0.063631  	1680.000000	6.08133e-06	
1700.000000	0.0594595 	1700.000000	0.0636094 	1700.000000	0.0635901 	1700.000000	0.0631764 	1700.000000	0.0635892 	1700.000000	0.0636034 	1700.000000	6.01467e-06	
1750.000000	0.059442  	1750.000000	0.063554  	1750.000000	0.0634839 	1750.000000	0.0630709 	1750.000000	0.0634827 	1750.000000	0.0635481 	1750.000000	5.85447e-06	
1800.000000	0.0594455 	1800.000000	0.063517  	1800.000000	0.063392  	1800.000000	0.0629797 	1800.000000	0.0633905 	1800.000000	0.0635113 	1800.000000	5.70285e-06	
1850.000000	0.0594686 	1850.000000	0.0634971 	1850.000000	0.0633129 	1850.000000	0.0629014 	1850.000000	0.0633113 	1850.000000	0.0634915 	1850.000000	5.55913e-06	
1900.000000	0.0595099 	1900.000000	0.0634928 	1900.000000	0.0632456 	1900.000000	0.0628347 	1900.000000	0.0632438 	1900.000000	0.0634874 	1900.000000	5.4227e-06	
1950.000000	0.059568  	1950.000000	0.0635031 	1950.000000	0.0631888 	1950.000000	0.0627787 	1950.000000	0.0631869 	1950.000000	0.0634978 	1950.000000	5.29302e-06	
2000.000000	0.0596419 	2000.000000	0.0635267 	2000.000000	0.0631415 	2000.000000	0.0627323 	2000.000000	0.0631397 	2000.000000	0.0635215 	2000.000000	5.16959e-06	
2100.000000	0.0598329 	2100.000000	0.0636102 	2100.000000	0.0630722 	2100.000000	0.0626652 	2100.000000	0.0630712 	2100.000000	0.0636053 	2100.000000	4.93976e-06	
2200.000000	0.0600757 	2200.000000	0.0637368 	2200.000000	0.0630322 	2200.000000	0.0626275 	2200.000000	0.0630322 	2200.000000	0.0637321 	2200.000000	4.73009e-06	
2300.000000	0.0603643 	2300.000000	0.0639008 	2300.000000	0.0630172 	2300.000000	0.0626145 	2300.000000	0.0630179 	2300.000000	0.0638962 	2300.000000	4.53802e-06	
2400.000000	0.0606937 	2400.000000	0.0640974 	2400.000000	0.0630233 	2400.000000	0.0626221 	2400.000000	0.0630245 	2400.000000	0.0640931 	2400.000000	4.3614e-06	
2500.000000	0.0610597 	2500.000000	0.0643229 	2500.000000	0.0630476 	2500.000000	0.0626472 	2500.000000	0.0630486 	2500.000000	0.0643187 	2500.000000	4.19842e-06	
2600.000000	0.0614587 	2600.000000	0.0645737 	2600.000000	0.063087  	2600.000000	0.0626871 	2600.000000	0.0630876 	2600.000000	0.0645696 	2600.000000	4.04755e-06	
2700.000000	0.0618876 	2700.000000	0.0648471 	2700.000000	0.063139  	2700.000000	0.0627395 	2700.000000	0.0631392 	2700.000000	0.0648432 	2700.000000	3.90746e-06	
2800.000000	0.0623437 	2800.000000	0.0651406 	2800.000000	0.0632017 	2800.000000	0.0628025 	2800.000000	0.0632014 	2800.000000	0.0651368 	2800.000000	3.77704e-06	
2900.000000	0.0628247 	2900.000000	0.0654521 	2900.000000	0.0632734 	2900.000000	0.0628744 	2900.000000	0.0632727 	2900.000000	0.0654484 	2900.000000	3.6553e-06	
3000.000000	0.0633286 	3000.000000	0.0657798 	3000.000000	0.0633526 	3000.000000	0.0629541 	3000.000000	0.0633517 	3000.000000	0.0657762 	3000.000000	3.5414e-06	
3200.000000	0.0643983 	3200.000000	0.0664775 	3200.000000	0.0635295 	3200.000000	0.0631319 	3200.000000	0.0635282 	3200.000000	0.0664741 	3200.000000	3.33424e-06	
3400.000000	0.0655409 	3400.000000	0.067223  	3400.000000	0.063725  	3400.000000	0.0633284 	3400.000000	0.0637237 	3400.000000	0.0672199 	3400.000000	3.15065e-06	
3600.000000	0.0667473 	3600.000000	0.0680083 	3600.000000	0.0639339 	3600.000000	0.0635382 	3600.000000	0.0639326 	3600.000000	0.0680053 	3600.000000	2.98677e-06	
3800.000000	0.0680102 	3800.000000	0.0688267 	3800.000000	0.0641519 	3800.000000	0.0637572 	3800.000000	0.0641508 	3800.000000	0.0688238 	3800.000000	2.83957e-06	
4000.000000	0.0693235 	4000.000000	0.0696731 	4000.000000	0.0643762 	4000.000000	0.0639823 	4000.000000	0.0643751 	4000.000000	0.0696703 	4000.000000	2.70661e-06	
4200.000000	0.0706825 	4200.000000	0.0705432 	4200.000000	0.0646043 	4200.000000	0.0642112 	4200.000000	0.0646034 	4200.000000	0.0705406 	4200.000000	2.58589e-06	
4400.000000	0.0720832 	4400.000000	0.0714336 	4400.000000	0.0648345 	4400.000000	0.0644422 	4400.000000	0.0648337 	4400.000000	0.0714311 	4400.000000	2.47578e-06	
4600.000000	0.0735222 	4600.000000	0.0723415 	4600.000000	0.0650653 	4600.000000	0.0646738 	4600.000000	0.0650647 	4600.000000	0.0723391 	4600.000000	2.37493e-06	
4800.000000	0.0749969 	4800.000000	0.0732645 	4800.000000	0.0652959 	4800.000000	0.064905  	4800.000000	0.0652954 	4800.000000	0.0732622 	4800.000000	2.28221e-06	
5000.000000	0.0765048 	5000.000000	0.0742006 	5000.000000	0.0655253 	5000.000000	0.065135  	5000.000000	0.0655249 	5000.000000	0.0741984 	5000.000000	2.19666e-06	
5250.000000	0.0784334 	5250.000000	0.0753866 	5250.000000	0.0658096 	5250.000000	0.06542   	5250.000000	0.0658093 	5250.000000	0.0753845 	5250.000000	2.09859e-06	
5500.000000	0.0804076 	5500.000000	0.0765879 	5500.000000	0.0660904 	5500.000000	0.0657014 	5500.000000	0.0660901 	5500.000000	0.0765858 	5500.000000	2.00915e-06	
6000.000000	0.0844822 	6000.000000	0.0790273 	6000.000000	0.0666388 	6000.000000	0.0662509 	6000.000000	0.0666386 	6000.000000	0.0790254 	6000.000000	1.85191e-06	
6500.000000	0.0887116 	6500.000000	0.081505  	6500.000000	0.0671678 	6500.000000	0.0667808 	6500.000000	0.0671675 	6500.000000	0.0815033 	6500.000000	1.71811e-06	
7000.000000	0.0930835 	7000.000000	0.0840113 	7000.000000	0.0676762 	7000.000000	0.0672901 	7000.000000	0.0676759 	7000.000000	0.0840097 	7000.000000	1.60283e-06	
7500.000000	0.0975888 	7500.000000	0.0865391 	7500.000000	0.0681629 	7500.000000	0.0677787 	7500.000000	0.0681636 	7500.000000	0.0865376 	7500.000000	1.50244e-06	
8000.000000	0.102221  	8000.000000	0.0890831 	8000.000000	0.0686305 	8000.000000	0.0682473 	8000.000000	0.0686314 	8000.000000	0.0890817 	8000.000000	1.41421e-06	
8500.000000	0.106974  	8500.000000	0.0916395 	8500.000000	0.06908   	8500.000000	0.0686967 	8500.000000	0.0690798 	8500.000000	0.0916382 	8500.000000	1.33604e-06	
9000.000000	0.111844  	9000.000000	0.0942053 	9000.000000	0.0695113 	9000.000000	0.0691278 	9000.000000	0.0695101 	9000.000000	0.0942041 	9000.000000	1.26628e-06	
9500.000000	0.116829  	9500.000000	0.0967781 	9500.000000	0.0699241 	9500.000000	0.0695417 	9500.000000	0.0699231 	9500.000000	0.0967769 	9500.000000	1.20363e-06	
10000.000000	0.121925  	10000.000000	0.0993562 	10000.000000	0.0703193 	10000.000000	0.0699394 	10000.000000	0.0703198 	10000.000000	0.0993551 	10000.000000	1.14706e-06	
11000.000000	0.132443  	11000.000000	0.104523  	11000.000000	0.0710662 	11000.000000	0.07069   	11000.000000	0.0710686 	11000.000000	0.104522  	11000.000000	1.04887e-06	
12000.000000	0.143387  	12000.000000	0.109696  	12000.000000	0.0717633 	12000.000000	0.0713869 	12000.000000	0.0717635 	12000.000000	0.109695  	12000.000000	9.6656e-07	
13000.000000	0.154748  	13000.000000	0.114872  	13000.000000	0.0724125 	13000.000000	0.0720365 	13000.000000	0.072411  	13000.000000	0.114871  	13000.000000	8.96537e-07	
14000.000000	0.16652   	14000.000000	0.120045  	14000.000000	0.0730172 	14000.000000	0.0726442 	14000.000000	0.0730164 	14000.000000	0.120044  	14000.000000	8.3622e-07	
15000.000000	0.178701  	15000.000000	0.125215  	15000.000000	0.073583  	15000.000000	0.0732146 	15000.000000	0.0735846 	15000.000000	0.125214  	15000.000000	7.83705e-07	
16000.000000	0.191288  	16000.000000	0.130379  	16000.000000	0.0741157 	16000.000000	0.0737519 	16000.000000	0.0741194 	16000.000000	0.130378  	16000.000000	7.37559e-07	
17000.000000	0.204279  	17000.000000	0.135536  	17000.000000	0.0746195 	17000.000000	0.0742594 	17000.000000	0.0746242 	17000.000000	0.135535  	17000.000000	6.9668e-07	
18000.000000	0.217674  	18000.000000	0.140685  	18000.000000	0.0750975 	18000.000000	0.07474   	18000.000000	0.0751022 	18000.000000	0.140684  	18000.000000	6.60208e-07	
19000.000000	0.231473  	19000.000000	0.145826  	19000.000000	0.0755523 	19000.000000	0.0751964 	19000.000000	0.0755557 	19000.000000	0.145826  	19000.000000	6.2746e-07	
20000.000000	0.245675  	20000.000000	0.15096   	20000.000000	0.0759857 	20000.000000	0.0756308 	20000.000000	0.0759871 	20000.000000	0.150959  	20000.000000	5.9789e-07	
21000.000000	0.260282  	21000.000000	0.156085  	21000.000000	0.0763986 	21000.000000	0.0760451 	21000.000000	0.0763983 	21000.000000	0.156084  	21000.000000	5.71053e-07	
22000.000000	0.275293  	22000.000000	0.161201  	22000.000000	0.0767904 	22000.000000	0.076441  	22000.000000	0.0767909 	22000.000000	0.1612    	22000.000000	5.46582e-07	
23000.000000	0.290711  	23000.000000	0.166309  	23000.000000	0.0771655 	23000.000000	0.0768201 	23000.000000	0.0771666 	23000.000000	0.166309  	23000.000000	5.24176e-07	
24000.000000	0.306537  	24000.000000	0.171409  	24000.000000	0.0775257 	24000.000000	0.0771836 	24000.000000	0.0775265 	24000.000000	0.171408  	24000.000000	5.03582e-07	
25000.000000	0.322772  	25000.000000	0.1765    	25000.000000	0.0778712 	25000.000000	0.0775328 	25000.000000	0.077872  	25000.000000	0.1765    	25000.000000	4.84587e-07	
26000.000000	0.339416  	26000.000000	0.181583  	26000.000000	0.0782036 	26000.000000	0.0778686 	26000.000000	0.078204  	26000.000000	0.181583  	26000.000000	4.67009e-07	
27000.000000	0.356473  	27000.000000	0.186659  	27000.000000	0.0785238 	27000.000000	0.0781921 	27000.000000	0.0785237 	27000.000000	0.186658  	27000.000000	4.50695e-07	
28000.000000	0.373944  	28000.000000	0.191726  	28000.000000	0.0788325 	28000.000000	0.0785041 	28000.000000	0.0788315 	28000.000000	0.191726  	28000.000000	4.35512e-07	
29000.000000	0.39183   	29000.000000	0.196786  	29000.000000	0.0791302 	29000.000000	0.0788054 	29000.000000	0.0791286 	29000.000000	0.196786  	29000.000000	4.21345e-07	
30000.000000	0.410133  	30000.000000	0.201838  	30000.000000	0.0794174 	30000.000000	0.0790967 	30000.000000	0.0794155 	30000.000000	0.201838  	30000.000000	4.08094e-07	
32000.000000	0.447999  	32000.000000	0.211921  	32000.000000	0.079964  	32000.000000	0.0796516 	32000.000000	0.0799613 	32000.000000	0.21192   	32000.000000	3.84006e-07	
34000.000000	0.487558  	34000.000000	0.221975  	34000.000000	0.0804768 	34000.000000	0.0801732 	34000.000000	0.0804732 	34000.000000	0.221975  	34000.000000	3.62671e-07	
36000.000000	0.528826  	36000.000000	0.232002  	36000.000000	0.0809587 	36000.000000	0.0806653 	36000.000000	0.080955  	36000.000000	0.232002  	36000.000000	3.43639e-07	
38000.000000	0.571821  	38000.000000	0.242004  	38000.000000	0.0814126 	38000.000000	0.0811309 	38000.000000	0.0814099 	38000.000000	0.242003  	38000.000000	3.26553e-07	
40000.000000	0.616559  	40000.000000	0.25198   	40000.000000	0.0818419 	40000.000000	0.0815727 	40000.000000	0.0818404 	40000.000000	0.25198   	40000.000000	3.11126e-07	
42000.000000	0.66306   	42000.000000	0.261933  	42000.000000	0.0822496 	42000.000000	0.0819929 	42000.000000	0.0822488 	42000.000000	0.261933  	42000.000000	2.97128e-07	
44000.000000	0.71134   	44000.000000	0.271864  	44000.000000	0.0826384 	44000.000000	0.0823936 	44000.000000	0.0826374 	44000.000000	0.271863  	44000.000000	2.84365e-07	
46000.000000	0.76142   	46000.000000	0.281772  	46000.000000	0.08301   	46000.000000	0.0827765 	46000.000000	0.0830072 	46000.000000	0.281772  	46000.000000	2.72681e-07	
48000.000000	0.813316  	48000.000000	0.29166   	48000.000000	0.0833657 	48000.000000	0.083143  	48000.000000	0.0833605 	48000.000000	0.29166   	48000.000000	2.61942e-07	
50000.000000	0.86705   	50000.000000	0.301528  	50000.000000	0.0837057 	50000.000000	0.0834945 	50000.000000	0.083698  	50000.000000	0.301528  	50000.000000	2.52038e-07	
