Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al,Pergamon Press,NY(low energy)	Energy (MeV/u)3	2 - ATIMA 1.2 LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2 without LS-correction	Energy (MeV/u)5	4 - ATIMA 1.4 H.Weick, improved mean charge formula for HI	Energy (MeV/u)6	5 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)7	6 - nuclear component of [1] - J.F.Ziegler et al	
760.000000	0.0683791 	760.000000	0.0706136 	760.000000	0.0697134 	760.000000	0.0692547 	760.000000	0.0697129 	760.000000	0.0706011 	760.000000	1.2458e-05	
780.000000	0.0678277 	780.000000	0.0700923 	780.000000	0.0692058 	780.000000	0.0687519 	780.000000	0.069208  	780.000000	0.0700801 	780.000000	1.21619e-05	
800.000000	0.0673084 	800.000000	0.0696016 	800.000000	0.0687299 	800.000000	0.0682786 	800.000000	0.0687327 	800.000000	0.0695898 	800.000000	1.188e-05 	
820.000000	0.0668192 	820.000000	0.0691395 	820.000000	0.0682852 	820.000000	0.0678348 	820.000000	0.068287  	820.000000	0.0691279 	820.000000	1.16113e-05	
840.000000	0.0663578 	840.000000	0.068704  	840.000000	0.0678763 	840.000000	0.0674265 	840.000000	0.0678769 	840.000000	0.0686926 	840.000000	1.1355e-05	
860.000000	0.0659226 	860.000000	0.0682931 	860.000000	0.0674898 	860.000000	0.067041  	860.000000	0.0674897 	860.000000	0.068282  	860.000000	1.11101e-05	
880.000000	0.0655118 	880.000000	0.0679053 	880.000000	0.0671246 	880.000000	0.0666769 	880.000000	0.0671239 	880.000000	0.0678944 	880.000000	1.08759e-05	
900.000000	0.0651239 	900.000000	0.0675391 	900.000000	0.0667795 	900.000000	0.0663327 	900.000000	0.0667782 	900.000000	0.0675285 	900.000000	1.06517e-05	
920.000000	0.0647574 	920.000000	0.0671931 	920.000000	0.0664533 	920.000000	0.0660069 	920.000000	0.0664508 	920.000000	0.0671827 	920.000000	1.04369e-05	
940.000000	0.0644112 	940.000000	0.066866  	940.000000	0.0661441 	940.000000	0.0656985 	940.000000	0.0661409 	940.000000	0.0668558 	940.000000	1.02308e-05	
960.000000	0.0640839 	960.000000	0.0665568 	960.000000	0.0658502 	960.000000	0.0654064 	960.000000	0.0658474 	960.000000	0.0665467 	960.000000	1.0033e-05	
980.000000	0.0637746 	980.000000	0.0662642 	980.000000	0.0655704 	980.000000	0.0651294 	980.000000	0.0655691 	980.000000	0.0662543 	980.000000	9.84303e-06	
1000.000000	0.0634821 	1000.000000	0.0659874 	1000.000000	0.0653046 	1000.000000	0.0648667 	1000.000000	0.0653051 	1000.000000	0.0659777 	1000.000000	9.66033e-06	
1020.000000	0.0632057 	1020.000000	0.0657254 	1020.000000	0.0650525 	1020.000000	0.0646174 	1020.000000	0.0650545 	1020.000000	0.0657159 	1020.000000	9.48451e-06	
1040.000000	0.0629443 	1040.000000	0.0654774 	1040.000000	0.0648139 	1040.000000	0.0643807 	1040.000000	0.0648166 	1040.000000	0.065468  	1040.000000	9.3152e-06	
1060.000000	0.0626972 	1060.000000	0.0652426 	1060.000000	0.0645881 	1060.000000	0.0641558 	1060.000000	0.0645907 	1060.000000	0.0652334 	1060.000000	9.15203e-06	
1080.000000	0.0624636 	1080.000000	0.0650203 	1080.000000	0.064374  	1080.000000	0.0639422 	1080.000000	0.0643758 	1080.000000	0.0650113 	1080.000000	8.99467e-06	
1100.000000	0.0622429 	1100.000000	0.0648098 	1100.000000	0.0641705 	1100.000000	0.063739  	1100.000000	0.0641716 	1100.000000	0.064801  	1100.000000	8.84282e-06	
1120.000000	0.0620344 	1120.000000	0.0646106 	1120.000000	0.0639769 	1120.000000	0.0635458 	1120.000000	0.0639773 	1120.000000	0.0646019 	1120.000000	8.69619e-06	
1140.000000	0.0618375 	1140.000000	0.064422  	1140.000000	0.0637925 	1140.000000	0.063362  	1140.000000	0.0637926 	1140.000000	0.0644134 	1140.000000	8.5545e-06	
1160.000000	0.0616517 	1160.000000	0.0642434 	1160.000000	0.0636169 	1160.000000	0.0631871 	1160.000000	0.0636167 	1160.000000	0.064235  	1160.000000	8.41751e-06	
1180.000000	0.0614764 	1180.000000	0.0640745 	1180.000000	0.0634498 	1180.000000	0.0630206 	1180.000000	0.0634492 	1180.000000	0.0640662 	1180.000000	8.28499e-06	
1200.000000	0.0613111 	1200.000000	0.0639147 	1200.000000	0.0632907 	1200.000000	0.062862  	1200.000000	0.0632897 	1200.000000	0.0639065 	1200.000000	8.15672e-06	
1220.000000	0.0611554 	1220.000000	0.0637636 	1220.000000	0.0631394 	1220.000000	0.062711  	1220.000000	0.0631379 	1220.000000	0.0637555 	1220.000000	8.0325e-06	
1240.000000	0.0610088 	1240.000000	0.0636207 	1240.000000	0.0629953 	1240.000000	0.0625672 	1240.000000	0.0629932 	1240.000000	0.0636128 	1240.000000	7.91213e-06	
1260.000000	0.0608709 	1260.000000	0.0634857 	1260.000000	0.0628579 	1260.000000	0.0624301 	1260.000000	0.0628553 	1260.000000	0.0634779 	1260.000000	7.79544e-06	
1280.000000	0.0607414 	1280.000000	0.0633582 	1280.000000	0.0627268 	1280.000000	0.0622995 	1280.000000	0.0627239 	1280.000000	0.0633505 	1280.000000	7.68225e-06	
1300.000000	0.0606199 	1300.000000	0.0632379 	1300.000000	0.0626016 	1300.000000	0.062175  	1300.000000	0.0625986 	1300.000000	0.0632304 	1300.000000	7.57242e-06	
1320.000000	0.060506  	1320.000000	0.0631245 	1320.000000	0.0624819 	1320.000000	0.0620564 	1320.000000	0.0624792 	1320.000000	0.063117  	1320.000000	7.46579e-06	
1340.000000	0.0603995 	1340.000000	0.0630176 	1340.000000	0.0623675 	1340.000000	0.0619433 	1340.000000	0.0623654 	1340.000000	0.0630103 	1340.000000	7.36222e-06	
1360.000000	0.0603    	1360.000000	0.062917  	1360.000000	0.0622581 	1360.000000	0.0618354 	1360.000000	0.0622569 	1360.000000	0.0629097 	1360.000000	7.26159e-06	
1380.000000	0.0602072 	1380.000000	0.0628224 	1380.000000	0.0621537 	1380.000000	0.0617326 	1380.000000	0.0621534 	1380.000000	0.0628152 	1380.000000	7.16376e-06	
1400.000000	0.060121  	1400.000000	0.0627335 	1400.000000	0.0620541 	1400.000000	0.0616346 	1400.000000	0.0620547 	1400.000000	0.0627265 	1400.000000	7.06862e-06	
1420.000000	0.0600409 	1420.000000	0.0626502 	1420.000000	0.0619593 	1420.000000	0.0615412 	1420.000000	0.0619607 	1420.000000	0.0626432 	1420.000000	6.97606e-06	
1440.000000	0.0599669 	1440.000000	0.0625721 	1440.000000	0.0618691 	1440.000000	0.0614522 	1440.000000	0.061871  	1440.000000	0.0625652 	1440.000000	6.88597e-06	
1460.000000	0.0598986 	1460.000000	0.0624991 	1460.000000	0.0617833 	1460.000000	0.0613673 	1460.000000	0.0617856 	1460.000000	0.0624923 	1460.000000	6.79826e-06	
1480.000000	0.0598358 	1480.000000	0.062431  	1480.000000	0.0617018 	1480.000000	0.0612864 	1480.000000	0.0617041 	1480.000000	0.0624243 	1480.000000	6.71284e-06	
1500.000000	0.0597784 	1500.000000	0.0623675 	1500.000000	0.0616243 	1500.000000	0.0612093 	1500.000000	0.0616264 	1500.000000	0.0623609 	1500.000000	6.6296e-06	
1520.000000	0.0597261 	1520.000000	0.0623085 	1520.000000	0.0615505 	1520.000000	0.0611358 	1520.000000	0.0615523 	1520.000000	0.062302  	1520.000000	6.54848e-06	
1540.000000	0.0596788 	1540.000000	0.0622539 	1540.000000	0.0614803 	1540.000000	0.0610658 	1540.000000	0.0614818 	1540.000000	0.0622474 	1540.000000	6.46938e-06	
1560.000000	0.0596363 	1560.000000	0.0622034 	1560.000000	0.0614135 	1560.000000	0.0609991 	1560.000000	0.0614146 	1560.000000	0.062197  	1560.000000	6.39223e-06	
1580.000000	0.0595984 	1580.000000	0.0621569 	1580.000000	0.0613499 	1580.000000	0.0609357 	1580.000000	0.0613507 	1580.000000	0.0621506 	1580.000000	6.31697e-06	
1600.000000	0.0595649 	1600.000000	0.0621143 	1600.000000	0.0612894 	1600.000000	0.0608752 	1600.000000	0.0612897 	1600.000000	0.062108  	1600.000000	6.24351e-06	
1620.000000	0.0595358 	1620.000000	0.0620753 	1620.000000	0.0612317 	1620.000000	0.0608177 	1620.000000	0.0612317 	1620.000000	0.0620692 	1620.000000	6.1718e-06	
1640.000000	0.0595108 	1640.000000	0.06204   	1640.000000	0.0611768 	1640.000000	0.060763  	1640.000000	0.0611765 	1640.000000	0.0620339 	1640.000000	6.10178e-06	
1660.000000	0.0594898 	1660.000000	0.0620081 	1660.000000	0.0611245 	1660.000000	0.060711  	1660.000000	0.061124  	1660.000000	0.0620021 	1660.000000	6.03338e-06	
1680.000000	0.0594728 	1680.000000	0.0619795 	1680.000000	0.0610748 	1680.000000	0.0606616 	1680.000000	0.0610741 	1680.000000	0.0619735 	1680.000000	5.96655e-06	
1700.000000	0.0594595 	1700.000000	0.0619541 	1700.000000	0.0610276 	1700.000000	0.0606146 	1700.000000	0.0610268 	1700.000000	0.0619482 	1700.000000	5.90123e-06	
1750.000000	0.059442  	1750.000000	0.0619041 	1750.000000	0.0609196 	1750.000000	0.0605073 	1750.000000	0.0609184 	1750.000000	0.0618983 	1750.000000	5.74423e-06	
1800.000000	0.0594455 	1800.000000	0.0618718 	1800.000000	0.060825  	1800.000000	0.0604134 	1800.000000	0.0608236 	1800.000000	0.0618662 	1800.000000	5.59563e-06	
1850.000000	0.0594686 	1850.000000	0.0618558 	1850.000000	0.0607426 	1850.000000	0.0603317 	1850.000000	0.0607409 	1850.000000	0.0618504 	1850.000000	5.45478e-06	
1900.000000	0.0595099 	1900.000000	0.061855  	1900.000000	0.0606712 	1900.000000	0.060261  	1900.000000	0.0606693 	1900.000000	0.0618497 	1900.000000	5.32106e-06	
1950.000000	0.059568  	1950.000000	0.061868  	1950.000000	0.0606097 	1950.000000	0.0602003 	1950.000000	0.0606078 	1950.000000	0.0618628 	1950.000000	5.19396e-06	
2000.000000	0.0596419 	2000.000000	0.061894  	2000.000000	0.0605571 	2000.000000	0.0601487 	2000.000000	0.0605554 	2000.000000	0.0618889 	2000.000000	5.07298e-06	
2100.000000	0.0598329 	2100.000000	0.0619808 	2100.000000	0.0604759 	2100.000000	0.0600696 	2100.000000	0.0604749 	2100.000000	0.061976  	2100.000000	4.84769e-06	
2200.000000	0.0600757 	2200.000000	0.062109  	2200.000000	0.0604223 	2200.000000	0.0600183 	2200.000000	0.0604223 	2200.000000	0.0621044 	2200.000000	4.64215e-06	
2300.000000	0.0603643 	2300.000000	0.0622732 	2300.000000	0.0603921 	2300.000000	0.0599901 	2300.000000	0.0603929 	2300.000000	0.0622687 	2300.000000	4.45386e-06	
2400.000000	0.0606937 	2400.000000	0.0624688 	2400.000000	0.0603821 	2400.000000	0.0599815 	2400.000000	0.0603833 	2400.000000	0.0624645 	2400.000000	4.28071e-06	
2500.000000	0.0610597 	2500.000000	0.0626921 	2500.000000	0.0603891 	2500.000000	0.0599894 	2500.000000	0.0603901 	2500.000000	0.0626879 	2500.000000	4.12092e-06	
2600.000000	0.0614587 	2600.000000	0.0629398 	2600.000000	0.0604103 	2600.000000	0.0600111 	2600.000000	0.060411  	2600.000000	0.0629358 	2600.000000	3.97299e-06	
2700.000000	0.0618876 	2700.000000	0.0632092 	2700.000000	0.0604436 	2700.000000	0.0600447 	2700.000000	0.0604437 	2700.000000	0.0632053 	2700.000000	3.83563e-06	
2800.000000	0.0623437 	2800.000000	0.0634979 	2800.000000	0.0604869 	2800.000000	0.0600883 	2800.000000	0.0604866 	2800.000000	0.0634942 	2800.000000	3.70775e-06	
2900.000000	0.0628247 	2900.000000	0.063804  	2900.000000	0.0605387 	2900.000000	0.0601404 	2900.000000	0.060538  	2900.000000	0.0638004 	2900.000000	3.58837e-06	
3000.000000	0.0633286 	3000.000000	0.0641255 	3000.000000	0.0605976 	3000.000000	0.0601998 	3000.000000	0.0605967 	3000.000000	0.0641221 	3000.000000	3.47668e-06	
3200.000000	0.0643983 	3200.000000	0.0648094 	3200.000000	0.060733  	3200.000000	0.060336  	3200.000000	0.0607317 	3200.000000	0.0648061 	3200.000000	3.27351e-06	
3400.000000	0.0655409 	3400.000000	0.0655394 	3400.000000	0.060886  	3400.000000	0.06049   	3400.000000	0.0608847 	3400.000000	0.0655363 	3400.000000	3.09345e-06	
3600.000000	0.0667473 	3600.000000	0.0663074 	3600.000000	0.0610518 	3600.000000	0.0606568 	3600.000000	0.0610505 	3600.000000	0.0663045 	3600.000000	2.93271e-06	
3800.000000	0.0680102 	3800.000000	0.0671073 	3800.000000	0.0612264 	3800.000000	0.0608323 	3800.000000	0.0612253 	3800.000000	0.0671046 	3800.000000	2.78833e-06	
4000.000000	0.0693235 	4000.000000	0.0679341 	4000.000000	0.0614071 	4000.000000	0.0610139 	4000.000000	0.0614061 	4000.000000	0.0679315 	4000.000000	2.6579e-06	
4200.000000	0.0706825 	4200.000000	0.0687838 	4200.000000	0.0615917 	4200.000000	0.0611993 	4200.000000	0.0615908 	4200.000000	0.0687812 	4200.000000	2.53947e-06	
4400.000000	0.0720832 	4400.000000	0.0696529 	4400.000000	0.0617784 	4400.000000	0.0613868 	4400.000000	0.0617776 	4400.000000	0.0696505 	4400.000000	2.43145e-06	
4600.000000	0.0735222 	4600.000000	0.0705388 	4600.000000	0.0619661 	4600.000000	0.0615751 	4600.000000	0.0619654 	4600.000000	0.0705365 	4600.000000	2.3325e-06	
4800.000000	0.0749969 	4800.000000	0.0714392 	4800.000000	0.0621536 	4800.000000	0.0617634 	4800.000000	0.0621531 	4800.000000	0.071437  	4800.000000	2.24153e-06	
5000.000000	0.0765048 	5000.000000	0.0723522 	5000.000000	0.0623404 	5000.000000	0.0619508 	5000.000000	0.06234   	5000.000000	0.0723501 	5000.000000	2.15758e-06	
5250.000000	0.0784334 	5250.000000	0.0735087 	5250.000000	0.0625719 	5250.000000	0.062183  	5250.000000	0.0625716 	5250.000000	0.0735067 	5250.000000	2.06135e-06	
5500.000000	0.0804076 	5500.000000	0.0746799 	5500.000000	0.0628005 	5500.000000	0.0624121 	5500.000000	0.0628003 	5500.000000	0.0746779 	5500.000000	1.97358e-06	
6000.000000	0.0844822 	6000.000000	0.0770575 	6000.000000	0.0632466 	6000.000000	0.0628593 	6000.000000	0.0632464 	6000.000000	0.0770557 	6000.000000	1.81928e-06	
6500.000000	0.0887116 	6500.000000	0.0794719 	6500.000000	0.0636761 	6500.000000	0.0632897 	6500.000000	0.0636758 	6500.000000	0.0794702 	6500.000000	1.68796e-06	
7000.000000	0.0930835 	7000.000000	0.0819136 	7000.000000	0.0640878 	7000.000000	0.0637024 	7000.000000	0.0640875 	7000.000000	0.081912  	7000.000000	1.57481e-06	
7500.000000	0.0975888 	7500.000000	0.0843759 	7500.000000	0.0644807 	7500.000000	0.0640972 	7500.000000	0.0644814 	7500.000000	0.0843744 	7500.000000	1.47627e-06	
8000.000000	0.102221  	8000.000000	0.0868538 	8000.000000	0.0648572 	8000.000000	0.0644747 	8000.000000	0.0648581 	8000.000000	0.0868524 	8000.000000	1.38965e-06	
8500.000000	0.106974  	8500.000000	0.0893434 	8500.000000	0.0652182 	8500.000000	0.0648356 	8500.000000	0.0652181 	8500.000000	0.0893421 	8500.000000	1.3129e-06	
9000.000000	0.111844  	9000.000000	0.091842  	9000.000000	0.0655637 	9000.000000	0.0651809 	9000.000000	0.0655625 	9000.000000	0.0918407 	9000.000000	1.24441e-06	
9500.000000	0.116829  	9500.000000	0.0943472 	9500.000000	0.065893  	9500.000000	0.0655113 	9500.000000	0.065892  	9500.000000	0.094346  	9500.000000	1.18291e-06	
10000.000000	0.121925  	10000.000000	0.0968574 	10000.000000	0.0662071 	10000.000000	0.0658279 	10000.000000	0.0662077 	10000.000000	0.0968563 	10000.000000	1.12736e-06	
11000.000000	0.132443  	11000.000000	0.101887  	11000.000000	0.0667983 	11000.000000	0.0664228 	11000.000000	0.0668007 	11000.000000	0.101886  	11000.000000	1.03094e-06	
12000.000000	0.143387  	12000.000000	0.106924  	12000.000000	0.0673477 	12000.000000	0.066972  	12000.000000	0.0673479 	12000.000000	0.106923  	12000.000000	9.50107e-07	
13000.000000	0.154748  	13000.000000	0.111962  	13000.000000	0.0678565 	13000.000000	0.0674811 	13000.000000	0.067855  	13000.000000	0.111961  	13000.000000	8.81336e-07	
14000.000000	0.16652   	14000.000000	0.116998  	14000.000000	0.0683274 	14000.000000	0.067955  	14000.000000	0.0683266 	14000.000000	0.116998  	14000.000000	8.22092e-07	
15000.000000	0.178701  	15000.000000	0.12203   	15000.000000	0.0687654 	15000.000000	0.0683977 	15000.000000	0.068767  	15000.000000	0.12203   	15000.000000	7.70508e-07	
16000.000000	0.191288  	16000.000000	0.127057  	16000.000000	0.0691758 	16000.000000	0.0688126 	16000.000000	0.0691795 	16000.000000	0.127056  	16000.000000	7.25178e-07	
17000.000000	0.204279  	17000.000000	0.132076  	17000.000000	0.0695624 	17000.000000	0.0692029 	17000.000000	0.0695671 	17000.000000	0.132076  	17000.000000	6.85019e-07	
18000.000000	0.217674  	18000.000000	0.137088  	18000.000000	0.0699279 	18000.000000	0.069571  	18000.000000	0.0699325 	18000.000000	0.137088  	18000.000000	6.49187e-07	
19000.000000	0.231473  	19000.000000	0.142093  	19000.000000	0.0702743 	19000.000000	0.0699191 	19000.000000	0.0702777 	19000.000000	0.142092  	19000.000000	6.17013e-07	
20000.000000	0.245675  	20000.000000	0.147089  	20000.000000	0.0706034 	20000.000000	0.0702491 	20000.000000	0.0706048 	20000.000000	0.147088  	20000.000000	5.87959e-07	
21000.000000	0.260282  	21000.000000	0.152077  	21000.000000	0.0709156 	21000.000000	0.0705627 	21000.000000	0.0709153 	21000.000000	0.152076  	21000.000000	5.61589e-07	
22000.000000	0.275293  	22000.000000	0.157056  	22000.000000	0.0712102 	22000.000000	0.0708614 	22000.000000	0.0712107 	22000.000000	0.157056  	22000.000000	5.37543e-07	
23000.000000	0.290711  	23000.000000	0.162028  	23000.000000	0.0714913 	23000.000000	0.0711464 	23000.000000	0.0714924 	23000.000000	0.162027  	23000.000000	5.15526e-07	
24000.000000	0.306537  	24000.000000	0.166991  	24000.000000	0.0717604 	24000.000000	0.0714189 	24000.000000	0.0717613 	24000.000000	0.166991  	24000.000000	4.95288e-07	
25000.000000	0.322772  	25000.000000	0.171946  	25000.000000	0.0720177 	25000.000000	0.0716798 	25000.000000	0.0720185 	25000.000000	0.171946  	25000.000000	4.76621e-07	
26000.000000	0.339416  	26000.000000	0.176894  	26000.000000	0.0722645 	26000.000000	0.0719301 	26000.000000	0.0722649 	26000.000000	0.176893  	26000.000000	4.59346e-07	
27000.000000	0.356473  	27000.000000	0.181833  	27000.000000	0.0725016 	27000.000000	0.0721704 	27000.000000	0.0725014 	27000.000000	0.181833  	27000.000000	4.43312e-07	
28000.000000	0.373944  	28000.000000	0.186765  	28000.000000	0.0727294 	28000.000000	0.0724016 	28000.000000	0.0727284 	28000.000000	0.186764  	28000.000000	4.2839e-07	
29000.000000	0.39183   	29000.000000	0.191689  	29000.000000	0.0729485 	29000.000000	0.0726243 	29000.000000	0.0729469 	29000.000000	0.191689  	29000.000000	4.14466e-07	
30000.000000	0.410133  	30000.000000	0.196606  	30000.000000	0.0731592 	30000.000000	0.072839  	30000.000000	0.0731572 	30000.000000	0.196606  	30000.000000	4.01442e-07	
32000.000000	0.447999  	32000.000000	0.206418  	32000.000000	0.0735585 	32000.000000	0.0732466 	32000.000000	0.0735558 	32000.000000	0.206418  	32000.000000	3.77765e-07	
34000.000000	0.487558  	34000.000000	0.216203  	34000.000000	0.0739311 	34000.000000	0.073628  	34000.000000	0.0739275 	34000.000000	0.216203  	34000.000000	3.56792e-07	
36000.000000	0.528826  	36000.000000	0.225962  	36000.000000	0.0742793 	36000.000000	0.0739864 	36000.000000	0.0742756 	36000.000000	0.225962  	36000.000000	3.38083e-07	
38000.000000	0.571821  	38000.000000	0.235695  	38000.000000	0.0746054 	38000.000000	0.0743241 	38000.000000	0.0746026 	38000.000000	0.235695  	38000.000000	3.21286e-07	
40000.000000	0.616559  	40000.000000	0.245405  	40000.000000	0.0749121 	40000.000000	0.0746433 	40000.000000	0.0749107 	40000.000000	0.245404  	40000.000000	3.0612e-07	
42000.000000	0.66306   	42000.000000	0.255091  	42000.000000	0.0752023 	42000.000000	0.074946  	42000.000000	0.0752014 	42000.000000	0.25509   	42000.000000	2.92357e-07	
44000.000000	0.71134   	44000.000000	0.264755  	44000.000000	0.0754779 	44000.000000	0.0752336 	44000.000000	0.0754769 	44000.000000	0.264755  	44000.000000	2.79809e-07	
46000.000000	0.76142   	46000.000000	0.274398  	46000.000000	0.0757407 	46000.000000	0.0755076 	46000.000000	0.0757379 	46000.000000	0.274398  	46000.000000	2.6832e-07	
48000.000000	0.813316  	48000.000000	0.284021  	48000.000000	0.0759914 	48000.000000	0.0757691 	48000.000000	0.0759862 	48000.000000	0.28402   	48000.000000	2.57761e-07	
50000.000000	0.86705   	50000.000000	0.293624  	50000.000000	0.0762299 	50000.000000	0.0760191 	50000.000000	0.0762223 	50000.000000	0.293623  	50000.000000	2.48023e-07	
