Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al,Pergamon Press,NY(low energy)	Energy (MeV/u)3	2 - ATIMA 1.2 LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2 without LS-correction	Energy (MeV/u)5	4 - ATIMA 1.4 H.Weick, improved mean charge formula for HI	Energy (MeV/u)6	5 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)7	6 - nuclear component of [1] - J.F.Ziegler et al	
1020.000000	0.0632057 	1020.000000	0.0633341 	1020.000000	0.0631212 	1020.000000	0.0626985 	1020.000000	0.0631231 	1020.000000	0.0633251 	1020.000000	8.92009e-06	
1040.000000	0.0629443 	1040.000000	0.0630955 	1040.000000	0.0628864 	1040.000000	0.0624655 	1040.000000	0.062889  	1040.000000	0.0630868 	1040.000000	8.7609e-06	
1060.000000	0.0626972 	1060.000000	0.0628697 	1060.000000	0.0626642 	1060.000000	0.0622442 	1060.000000	0.0626666 	1060.000000	0.0628611 	1060.000000	8.60748e-06	
1080.000000	0.0624636 	1080.000000	0.0626559 	1080.000000	0.0624534 	1080.000000	0.0620339 	1080.000000	0.0624552 	1080.000000	0.0626474 	1080.000000	8.45953e-06	
1100.000000	0.0622429 	1100.000000	0.0624535 	1100.000000	0.0622531 	1100.000000	0.0618339 	1100.000000	0.0622541 	1100.000000	0.0624451 	1100.000000	8.31675e-06	
1120.000000	0.0620344 	1120.000000	0.0622618 	1120.000000	0.0620625 	1120.000000	0.0616437 	1120.000000	0.0620629 	1120.000000	0.0622536 	1120.000000	8.17888e-06	
1140.000000	0.0618375 	1140.000000	0.0620804 	1140.000000	0.061881  	1140.000000	0.0614628 	1140.000000	0.0618811 	1140.000000	0.0620723 	1140.000000	8.04565e-06	
1160.000000	0.0616517 	1160.000000	0.0619086 	1160.000000	0.0617081 	1160.000000	0.0612905 	1160.000000	0.0617079 	1160.000000	0.0619007 	1160.000000	7.91685e-06	
1180.000000	0.0614764 	1180.000000	0.0617461 	1180.000000	0.0615436 	1180.000000	0.0611266 	1180.000000	0.061543  	1180.000000	0.0617383 	1180.000000	7.79225e-06	
1200.000000	0.0613111 	1200.000000	0.0615924 	1200.000000	0.0613869 	1200.000000	0.0609704 	1200.000000	0.0613859 	1200.000000	0.0615847 	1200.000000	7.67164e-06	
1220.000000	0.0611554 	1220.000000	0.061447  	1220.000000	0.0612379 	1220.000000	0.0608217 	1220.000000	0.0612364 	1220.000000	0.0614395 	1220.000000	7.55483e-06	
1240.000000	0.0610088 	1240.000000	0.0613096 	1240.000000	0.061096  	1240.000000	0.06068   	1240.000000	0.0610939 	1240.000000	0.0613021 	1240.000000	7.44165e-06	
1260.000000	0.0608709 	1260.000000	0.0611797 	1260.000000	0.0609607 	1260.000000	0.060545  	1260.000000	0.0609581 	1260.000000	0.0611724 	1260.000000	7.33193e-06	
1280.000000	0.0607414 	1280.000000	0.0610571 	1280.000000	0.0608315 	1280.000000	0.0604163 	1280.000000	0.0608286 	1280.000000	0.0610498 	1280.000000	7.2255e-06	
1300.000000	0.0606199 	1300.000000	0.0609413 	1300.000000	0.0607082 	1300.000000	0.0602937 	1300.000000	0.0607052 	1300.000000	0.0609342 	1300.000000	7.12223e-06	
1320.000000	0.060506  	1320.000000	0.0608322 	1320.000000	0.0605902 	1320.000000	0.0601768 	1320.000000	0.0605876 	1320.000000	0.0608251 	1320.000000	7.02196e-06	
1340.000000	0.0603995 	1340.000000	0.0607293 	1340.000000	0.0604774 	1340.000000	0.0600653 	1340.000000	0.0604755 	1340.000000	0.0607224 	1340.000000	6.92458e-06	
1360.000000	0.0603    	1360.000000	0.0606325 	1360.000000	0.0603696 	1360.000000	0.059959  	1360.000000	0.0603685 	1360.000000	0.0606257 	1360.000000	6.82995e-06	
1380.000000	0.0602072 	1380.000000	0.0605415 	1380.000000	0.0602668 	1380.000000	0.0598577 	1380.000000	0.0602665 	1380.000000	0.0605347 	1380.000000	6.73796e-06	
1400.000000	0.060121  	1400.000000	0.060456  	1400.000000	0.0601686 	1400.000000	0.0597611 	1400.000000	0.0601692 	1400.000000	0.0604493 	1400.000000	6.6485e-06	
1420.000000	0.0600409 	1420.000000	0.0603757 	1420.000000	0.0600752 	1420.000000	0.059669  	1420.000000	0.0600765 	1420.000000	0.0603692 	1420.000000	6.56147e-06	
1440.000000	0.0599669 	1440.000000	0.0603006 	1440.000000	0.0599862 	1440.000000	0.0595812 	1440.000000	0.0599881 	1440.000000	0.0602941 	1440.000000	6.47676e-06	
1460.000000	0.0598986 	1460.000000	0.0602303 	1460.000000	0.0599016 	1460.000000	0.0594974 	1460.000000	0.0599038 	1460.000000	0.0602239 	1460.000000	6.39428e-06	
1480.000000	0.0598358 	1480.000000	0.0601647 	1480.000000	0.0598212 	1480.000000	0.0594176 	1480.000000	0.0598234 	1480.000000	0.0601584 	1480.000000	6.31395e-06	
1500.000000	0.0597784 	1500.000000	0.0601036 	1500.000000	0.0597447 	1500.000000	0.0593415 	1500.000000	0.0597467 	1500.000000	0.0600974 	1500.000000	6.23568e-06	
1520.000000	0.0597261 	1520.000000	0.0600469 	1520.000000	0.0596719 	1520.000000	0.059269  	1520.000000	0.0596737 	1520.000000	0.0600407 	1520.000000	6.1594e-06	
1540.000000	0.0596788 	1540.000000	0.0599943 	1540.000000	0.0596027 	1540.000000	0.0591999 	1540.000000	0.0596041 	1540.000000	0.0599882 	1540.000000	6.08502e-06	
1560.000000	0.0596363 	1560.000000	0.0599456 	1560.000000	0.0595367 	1560.000000	0.0591341 	1560.000000	0.0595378 	1560.000000	0.0599396 	1560.000000	6.01248e-06	
1580.000000	0.0595984 	1580.000000	0.0599009 	1580.000000	0.0594739 	1580.000000	0.0590714 	1580.000000	0.0594746 	1580.000000	0.0598949 	1580.000000	5.9417e-06	
1600.000000	0.0595649 	1600.000000	0.0598598 	1600.000000	0.0594141 	1600.000000	0.0590117 	1600.000000	0.0594144 	1600.000000	0.0598539 	1600.000000	5.87263e-06	
1620.000000	0.0595358 	1620.000000	0.0598223 	1620.000000	0.0593571 	1620.000000	0.0589549 	1620.000000	0.0593571 	1620.000000	0.0598165 	1620.000000	5.8052e-06	
1640.000000	0.0595108 	1640.000000	0.0597882 	1640.000000	0.0593029 	1640.000000	0.0589009 	1640.000000	0.0593026 	1640.000000	0.0597825 	1640.000000	5.73935e-06	
1660.000000	0.0594898 	1660.000000	0.0597575 	1660.000000	0.0592512 	1660.000000	0.0588494 	1660.000000	0.0592507 	1660.000000	0.0597518 	1660.000000	5.67503e-06	
1680.000000	0.0594728 	1680.000000	0.0597299 	1680.000000	0.0592021 	1680.000000	0.0588006 	1680.000000	0.0592014 	1680.000000	0.0597243 	1680.000000	5.61218e-06	
1700.000000	0.0594595 	1700.000000	0.0597055 	1700.000000	0.0591554 	1700.000000	0.0587541 	1700.000000	0.0591545 	1700.000000	0.0596999 	1700.000000	5.55076e-06	
1750.000000	0.059442  	1750.000000	0.0596571 	1750.000000	0.0590485 	1750.000000	0.058648  	1750.000000	0.0590474 	1750.000000	0.0596517 	1750.000000	5.40312e-06	
1800.000000	0.0594455 	1800.000000	0.0596259 	1800.000000	0.0589549 	1800.000000	0.058555  	1800.000000	0.0589535 	1800.000000	0.0596206 	1800.000000	5.26339e-06	
1850.000000	0.0594686 	1850.000000	0.0596104 	1850.000000	0.0588732 	1850.000000	0.058474  	1850.000000	0.0588716 	1850.000000	0.0596053 	1850.000000	5.13093e-06	
1900.000000	0.0595099 	1900.000000	0.0596094 	1900.000000	0.0588023 	1900.000000	0.0584038 	1900.000000	0.0588005 	1900.000000	0.0596044 	1900.000000	5.00518e-06	
1950.000000	0.059568  	1950.000000	0.0596218 	1950.000000	0.0587412 	1950.000000	0.0583435 	1950.000000	0.0587394 	1950.000000	0.0596169 	1950.000000	4.88565e-06	
2000.000000	0.0596419 	2000.000000	0.0596465 	2000.000000	0.0586889 	2000.000000	0.0582921 	2000.000000	0.0586872 	2000.000000	0.0596418 	2000.000000	4.77188e-06	
2100.000000	0.0598329 	2100.000000	0.0597297 	2100.000000	0.0586079 	2100.000000	0.0582131 	2100.000000	0.0586068 	2100.000000	0.0597252 	2100.000000	4.56002e-06	
2200.000000	0.0600757 	2200.000000	0.0598526 	2200.000000	0.0585539 	2200.000000	0.0581614 	2200.000000	0.0585539 	2200.000000	0.0598483 	2200.000000	4.36672e-06	
2300.000000	0.0603643 	2300.000000	0.0600102 	2300.000000	0.0585232 	2300.000000	0.0581326 	2300.000000	0.0585239 	2300.000000	0.060006  	2300.000000	4.18965e-06	
2400.000000	0.0606937 	2400.000000	0.0601979 	2400.000000	0.0585122 	2400.000000	0.058123  	2400.000000	0.0585134 	2400.000000	0.0601939 	2400.000000	4.02681e-06	
2500.000000	0.0610597 	2500.000000	0.0604122 	2500.000000	0.058518  	2500.000000	0.0581297 	2500.000000	0.058519  	2500.000000	0.0604084 	2500.000000	3.87653e-06	
2600.000000	0.0614587 	2600.000000	0.0606501 	2600.000000	0.058538  	2600.000000	0.0581501 	2600.000000	0.0585386 	2600.000000	0.0606463 	2600.000000	3.73741e-06	
2700.000000	0.0618876 	2700.000000	0.0609088 	2700.000000	0.0585697 	2700.000000	0.0581822 	2700.000000	0.0585699 	2700.000000	0.0609052 	2700.000000	3.60823e-06	
2800.000000	0.0623437 	2800.000000	0.0611861 	2800.000000	0.0586114 	2800.000000	0.0582242 	2800.000000	0.0586111 	2800.000000	0.0611826 	2800.000000	3.48795e-06	
2900.000000	0.0628247 	2900.000000	0.06148   	2900.000000	0.0586615 	2900.000000	0.0582746 	2900.000000	0.0586608 	2900.000000	0.0614767 	2900.000000	3.37568e-06	
3000.000000	0.0633286 	3000.000000	0.0617889 	3000.000000	0.0587187 	3000.000000	0.0583321 	3000.000000	0.0587177 	3000.000000	0.0617857 	3000.000000	3.27063e-06	
3200.000000	0.0643983 	3200.000000	0.0624459 	3200.000000	0.0588503 	3200.000000	0.0584646 	3200.000000	0.0588491 	3200.000000	0.0624428 	3200.000000	3.07955e-06	
3400.000000	0.0655409 	3400.000000	0.0631471 	3400.000000	0.0589995 	3400.000000	0.0586148 	3400.000000	0.0589983 	3400.000000	0.0631442 	3400.000000	2.9102e-06	
3600.000000	0.0667473 	3600.000000	0.063885  	3600.000000	0.0591614 	3600.000000	0.0587776 	3600.000000	0.0591602 	3600.000000	0.0638822 	3600.000000	2.75902e-06	
3800.000000	0.0680102 	3800.000000	0.0646535 	3800.000000	0.0593322 	3800.000000	0.0589494 	3800.000000	0.0593311 	3800.000000	0.0646509 	3800.000000	2.62322e-06	
4000.000000	0.0693235 	4000.000000	0.0654479 	4000.000000	0.0595091 	4000.000000	0.0591271 	4000.000000	0.0595081 	4000.000000	0.0654454 	4000.000000	2.50053e-06	
4200.000000	0.0706825 	4200.000000	0.0662642 	4200.000000	0.0596899 	4200.000000	0.0593087 	4200.000000	0.0596891 	4200.000000	0.0662618 	4200.000000	2.38914e-06	
4400.000000	0.0720832 	4400.000000	0.0670993 	4400.000000	0.059873  	4400.000000	0.0594925 	4400.000000	0.0598723 	4400.000000	0.067097  	4400.000000	2.28754e-06	
4600.000000	0.0735222 	4600.000000	0.0679505 	4600.000000	0.0600571 	4600.000000	0.0596773 	4600.000000	0.0600565 	4600.000000	0.0679484 	4600.000000	2.19447e-06	
4800.000000	0.0749969 	4800.000000	0.0688157 	4800.000000	0.0602412 	4800.000000	0.0598621 	4800.000000	0.0602407 	4800.000000	0.0688136 	4800.000000	2.1089e-06	
5000.000000	0.0765048 	5000.000000	0.069693  	5000.000000	0.0604247 	5000.000000	0.0600461 	5000.000000	0.0604243 	5000.000000	0.069691  	5000.000000	2.02994e-06	
5250.000000	0.0784334 	5250.000000	0.0708043 	5250.000000	0.0606522 	5250.000000	0.0602743 	5250.000000	0.0606519 	5250.000000	0.0708024 	5250.000000	1.93942e-06	
5500.000000	0.0804076 	5500.000000	0.0719296 	5500.000000	0.0608768 	5500.000000	0.0604996 	5500.000000	0.0608766 	5500.000000	0.0719278 	5500.000000	1.85686e-06	
6000.000000	0.0844822 	6000.000000	0.0742143 	6000.000000	0.0613157 	6000.000000	0.0609395 	6000.000000	0.0613155 	6000.000000	0.0742126 	6000.000000	1.71171e-06	
6500.000000	0.0887116 	6500.000000	0.0765344 	6500.000000	0.0617386 	6500.000000	0.0613633 	6500.000000	0.0617384 	6500.000000	0.0765328 	6500.000000	1.58818e-06	
7000.000000	0.0930835 	7000.000000	0.0788808 	7000.000000	0.0621443 	7000.000000	0.0617698 	7000.000000	0.062144  	7000.000000	0.0788793 	7000.000000	1.48174e-06	
7500.000000	0.0975888 	7500.000000	0.0812469 	7500.000000	0.0625317 	7500.000000	0.0621591 	7500.000000	0.0625324 	7500.000000	0.0812455 	7500.000000	1.38904e-06	
8000.000000	0.102221  	8000.000000	0.083628  	8000.000000	0.0629032 	8000.000000	0.0625315 	8000.000000	0.062904  	8000.000000	0.0836267 	8000.000000	1.30756e-06	
8500.000000	0.106974  	8500.000000	0.0860205 	8500.000000	0.0632595 	8500.000000	0.0628878 	8500.000000	0.0632594 	8500.000000	0.0860193 	8500.000000	1.23536e-06	
9000.000000	0.111844  	9000.000000	0.0884215 	9000.000000	0.0636006 	9000.000000	0.0632287 	9000.000000	0.0635994 	9000.000000	0.0884204 	9000.000000	1.17093e-06	
9500.000000	0.116829  	9500.000000	0.090829  	9500.000000	0.063926  	9500.000000	0.0635551 	9500.000000	0.063925  	9500.000000	0.0908279 	9500.000000	1.11307e-06	
10000.000000	0.121925  	10000.000000	0.0932413 	10000.000000	0.0642364 	10000.000000	0.0638679 	10000.000000	0.0642369 	10000.000000	0.0932402 	10000.000000	1.06081e-06	
11000.000000	0.132443  	11000.000000	0.098075  	11000.000000	0.0648211 	11000.000000	0.0644562 	11000.000000	0.0648233 	11000.000000	0.0980741 	11000.000000	9.701e-07 	
12000.000000	0.143387  	12000.000000	0.102915  	12000.000000	0.0653646 	12000.000000	0.0649996 	12000.000000	0.0653648 	12000.000000	0.102914  	12000.000000	8.94053e-07	
13000.000000	0.154748  	13000.000000	0.107757  	13000.000000	0.0658683 	13000.000000	0.0655036 	13000.000000	0.0658668 	13000.000000	0.107756  	13000.000000	8.29351e-07	
14000.000000	0.16652   	14000.000000	0.112597  	14000.000000	0.0663347 	14000.000000	0.0659729 	14000.000000	0.0663339 	14000.000000	0.112596  	14000.000000	7.73612e-07	
15000.000000	0.178701  	15000.000000	0.117432  	15000.000000	0.0667687 	15000.000000	0.0664115 	15000.000000	0.0667702 	15000.000000	0.117432  	15000.000000	7.2508e-07	
16000.000000	0.191288  	16000.000000	0.122263  	16000.000000	0.0671756 	16000.000000	0.0668227 	16000.000000	0.0671791 	16000.000000	0.122262  	16000.000000	6.8243e-07	
17000.000000	0.204279  	17000.000000	0.127086  	17000.000000	0.0675589 	17000.000000	0.0672096 	17000.000000	0.0675634 	17000.000000	0.127086  	17000.000000	6.44645e-07	
18000.000000	0.217674  	18000.000000	0.131903  	18000.000000	0.0679213 	18000.000000	0.0675745 	18000.000000	0.0679258 	18000.000000	0.131902  	18000.000000	6.10931e-07	
19000.000000	0.231473  	19000.000000	0.136712  	19000.000000	0.0682649 	19000.000000	0.0679197 	19000.000000	0.0682682 	19000.000000	0.136711  	19000.000000	5.80659e-07	
20000.000000	0.245675  	20000.000000	0.141513  	20000.000000	0.0685913 	20000.000000	0.0682471 	20000.000000	0.0685927 	20000.000000	0.141513  	20000.000000	5.53322e-07	
21000.000000	0.260282  	21000.000000	0.146307  	21000.000000	0.0689011 	21000.000000	0.0685582 	21000.000000	0.0689008 	21000.000000	0.146306  	21000.000000	5.2851e-07	
22000.000000	0.275293  	22000.000000	0.151092  	22000.000000	0.0691934 	22000.000000	0.0688546 	22000.000000	0.0691939 	22000.000000	0.151092  	22000.000000	5.05885e-07	
23000.000000	0.290711  	23000.000000	0.15587   	23000.000000	0.0694724 	23000.000000	0.0691374 	23000.000000	0.0694735 	23000.000000	0.155869  	23000.000000	4.85168e-07	
24000.000000	0.306537  	24000.000000	0.16064   	24000.000000	0.0697395 	24000.000000	0.0694077 	24000.000000	0.0697403 	24000.000000	0.160639  	24000.000000	4.66125e-07	
25000.000000	0.322772  	25000.000000	0.165402  	25000.000000	0.0699949 	25000.000000	0.0696666 	25000.000000	0.0699957 	25000.000000	0.165401  	25000.000000	4.4856e-07	
26000.000000	0.339416  	26000.000000	0.170156  	26000.000000	0.0702399 	26000.000000	0.069915  	26000.000000	0.0702403 	26000.000000	0.170155  	26000.000000	4.32305e-07	
27000.000000	0.356473  	27000.000000	0.174903  	27000.000000	0.0704752 	27000.000000	0.0701535 	27000.000000	0.070475  	27000.000000	0.174902  	27000.000000	4.17218e-07	
28000.000000	0.373944  	28000.000000	0.179642  	28000.000000	0.0707014 	28000.000000	0.0703829 	28000.000000	0.0707004 	28000.000000	0.179642  	28000.000000	4.03177e-07	
29000.000000	0.39183   	29000.000000	0.184374  	29000.000000	0.0709188 	29000.000000	0.0706039 	29000.000000	0.0709173 	29000.000000	0.184374  	29000.000000	3.90074e-07	
30000.000000	0.410133  	30000.000000	0.1891    	30000.000000	0.071128  	30000.000000	0.0708169 	30000.000000	0.0711261 	30000.000000	0.189099  	30000.000000	3.77819e-07	
32000.000000	0.447999  	32000.000000	0.198529  	32000.000000	0.0715244 	32000.000000	0.0712214 	32000.000000	0.0715218 	32000.000000	0.198529  	32000.000000	3.55539e-07	
34000.000000	0.487558  	34000.000000	0.207933  	34000.000000	0.0718944 	34000.000000	0.0715999 	34000.000000	0.0718909 	34000.000000	0.207933  	34000.000000	3.35804e-07	
36000.000000	0.528826  	36000.000000	0.217311  	36000.000000	0.07224   	36000.000000	0.0719554 	36000.000000	0.0722364 	36000.000000	0.217311  	36000.000000	3.18198e-07	
38000.000000	0.571821  	38000.000000	0.226665  	38000.000000	0.0725636 	38000.000000	0.0722904 	38000.000000	0.072561  	38000.000000	0.226664  	38000.000000	3.02392e-07	
40000.000000	0.616559  	40000.000000	0.235995  	40000.000000	0.0728681 	40000.000000	0.072607  	40000.000000	0.0728667 	40000.000000	0.235995  	40000.000000	2.8812e-07	
42000.000000	0.66306   	42000.000000	0.245304  	42000.000000	0.0731561 	42000.000000	0.0729071 	42000.000000	0.0731553 	42000.000000	0.245304  	42000.000000	2.75168e-07	
44000.000000	0.71134   	44000.000000	0.254591  	44000.000000	0.0734296 	44000.000000	0.0731923 	44000.000000	0.0734287 	44000.000000	0.254591  	44000.000000	2.6336e-07	
46000.000000	0.76142   	46000.000000	0.263858  	46000.000000	0.0736903 	46000.000000	0.0734638 	46000.000000	0.0736876 	46000.000000	0.263858  	46000.000000	2.52548e-07	
48000.000000	0.813316  	48000.000000	0.273106  	48000.000000	0.073939  	48000.000000	0.073723  	48000.000000	0.0739339 	48000.000000	0.273106  	48000.000000	2.42612e-07	
50000.000000	0.86705   	50000.000000	0.282334  	50000.000000	0.0741756 	50000.000000	0.0739708 	50000.000000	0.0741681 	50000.000000	0.282334  	50000.000000	2.33447e-07	
